# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: default_rrup.ini
# Process start: 2017-09-25T17:12:06.214184
# Process finish: 2017-09-26T01:45:03.838015
# rup_dim_model = WC94, mech = A, LW = False, AR = 1.7, ndip = 17, mindip = 0.174533, maxdip = 1.570796, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,99.815543,98.863740,97.652024,96.116607,94.182222,91.762703,88.764070,85.092841,80.676445,75.520089,69.916118,64.827189,61.463913,60.058274,59.737650,59.702127,59.697585,59.696638,59.696427,59.696395,59.696400
0.125893,79.289093,78.532816,77.570105,76.350293,74.813591,72.891553,70.509527,67.593254,64.085090,59.989179,55.537740,51.495430,48.823861,47.707345,47.452737,47.424598,47.421057,47.420347,47.420201,47.420187,47.420196
0.158489,62.985062,62.384046,61.619082,60.649920,59.429064,57.902149,56.009874,53.693254,50.906500,47.652910,44.116946,40.905977,38.783831,37.896936,37.694739,37.672456,37.669704,37.669181,37.669087,37.669087,37.669099
0.199526,50.035196,49.557444,48.949500,48.179383,47.209362,45.996254,44.492956,42.652617,40.438866,37.854333,35.045539,32.494914,30.809167,30.104646,29.944052,29.926408,29.924279,29.923902,29.923848,29.923859,29.923874
0.251189,39.749864,39.369946,38.886654,38.274578,37.503742,36.539841,35.345461,33.883392,32.124751,30.071637,27.840434,25.814316,24.475178,23.915488,23.787918,23.773944,23.772304,23.772040,23.772017,23.772037,23.772054
0.316228,31.581331,31.279028,30.894660,30.408037,29.795342,29.029321,28.080255,26.918592,25.521401,23.890366,22.117934,20.508424,19.444580,18.999895,18.898532,18.887462,18.886203,18.886026,18.886027,18.886054,18.886071
0.398107,25.094595,24.853822,24.547918,24.160839,23.673662,23.064732,22.310442,21.387322,20.277170,18.981348,17.573293,16.294682,15.449483,15.096122,15.015543,15.006764,15.005800,15.005689,15.005708,15.005740,15.005758
0.501187,19.944218,19.752169,19.508447,19.200304,18.812703,18.328440,17.728761,16.995026,16.112791,15.083169,13.964498,12.948687,12.277120,11.996259,11.932171,11.925196,11.924456,11.924394,11.924426,11.924460,11.924479
0.630957,15.855934,15.702395,15.507885,15.262273,14.953609,14.568224,14.091221,13.507800,12.806501,11.988245,11.099376,10.292258,9.758552,9.535234,9.484228,9.478675,9.478105,9.478077,9.478118,9.478154,9.478172
0.794328,12.612046,12.488850,12.333201,12.137042,11.890877,11.583845,11.204115,10.739937,10.182230,9.531765,8.825360,8.183942,7.759658,7.581987,7.541341,7.536910,7.536468,7.536462,7.536508,7.536545,7.536563
1.000000,10.039841,9.940418,9.815342,9.658191,9.461414,9.216382,8.913698,8.544041,8.100224,7.582913,7.021358,6.511485,6.174021,6.032510,6.000045,5.996495,5.996154,5.996162,5.996210,5.996247,5.996264
1.258925,8.002403,7.921410,7.820230,7.693716,7.535846,7.339761,7.097999,6.803171,6.449603,6.037896,5.591293,5.185827,4.917215,4.804307,4.778265,4.775397,4.775139,4.775157,4.775204,4.775239,4.775255
1.584893,6.391254,6.324340,6.241614,6.138984,6.011613,5.854030,5.660311,5.424606,5.142451,4.814416,4.458983,4.136357,3.922322,3.831997,3.810954,3.808587,3.808385,3.808410,3.808454,3.808487,3.808502
