# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: figure4_top.ini
# Process start: 2017-09-11T16:40:49.604226
# Process finish: 2017-09-12T03:00:52.797878
# rup_dim_model = WC94, mech = A, LW = False, AR = 1.7, ndip = 17, mindip = 0.174533, maxdip = 1.570796, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
0.100000,32.878542,32.102185,31.105016,29.836427,28.245785,26.294787,23.981905,21.386667,18.742594,16.529975,15.407188,15.373418,15.318927,14.918478,15.696276,17.798710,20.017308,21.516353,22.387576,22.818009,22.967701
0.125893,32.874487,32.098741,31.102128,29.834041,28.243849,26.293249,23.980720,21.385794,18.741990,16.529581,15.406932,15.373222,15.318725,14.918198,15.695860,17.798144,20.016623,21.515595,22.386778,22.817194,22.966880
0.158489,32.868145,32.093326,31.097558,29.830249,28.240767,26.290804,23.978840,21.384411,18.741032,16.528958,15.406535,15.372960,15.318515,14.917968,15.695488,17.797572,20.015881,21.514747,22.385874,22.816265,22.965943
0.199526,32.858246,32.084838,31.090360,29.824243,28.235866,26.286913,23.975854,21.382218,18.739514,16.527969,15.405912,15.372575,15.318293,14.917787,15.695165,17.796974,20.015032,21.513742,22.384785,22.815139,22.964805
0.251189,32.842824,32.071559,31.079057,29.814770,28.228097,26.280725,23.971102,21.378735,18.737109,16.526403,15.404931,15.372024,15.318108,14.917782,15.695003,17.796431,20.014112,21.512588,22.383506,22.813804,22.963453
0.316228,32.818840,32.050818,31.061339,29.799872,28.215830,26.270911,23.963545,21.373196,18.733291,16.523924,15.403380,15.371190,15.317945,14.918033,15.695081,17.795944,20.013049,21.511166,22.381893,22.812107,22.961729
0.398107,32.781619,32.018482,31.033614,29.776489,28.196520,26.255403,23.951556,21.364386,18.727220,16.519993,15.400934,15.369913,15.317811,14.918649,15.695520,17.795528,20.011736,21.509298,22.379729,22.809812,22.959393
0.501187,32.723998,31.968177,30.990315,29.739857,28.166193,26.230987,23.932612,21.350414,18.717570,16.513747,15.397062,15.367902,15.317663,14.919819,15.696535,17.795274,20.010088,21.506785,22.376755,22.806634,22.956151
0.630957,32.635109,31.890148,30.922868,29.682606,28.118672,26.192648,23.902803,21.328356,18.702279,16.503825,15.390909,15.364632,15.317225,14.921479,15.698164,17.795108,20.007822,21.503156,22.372401,22.801960,22.951378
0.794328,32.498633,31.769645,30.818204,29.593435,28.044450,26.132639,23.856074,21.293717,18.678191,16.488130,15.381149,15.359511,15.316599,14.924061,15.700683,17.795017,20.004624,21.497858,22.365963,22.795018,22.944281
1.000000,32.290301,31.584718,30.656712,29.455247,27.929052,26.039128,23.783150,21.239623,18.640540,16.463521,15.365727,15.351346,15.315695,14.928361,15.704785,17.794924,19.999772,21.489852,22.356165,22.784426,22.933444
1.258925,31.974509,31.303256,30.409607,29.242697,27.750844,25.894328,23.670062,21.155723,18.582215,16.425427,15.341713,15.338318,15.313956,14.935095,15.711402,17.794814,19.992092,21.477345,22.340955,22.767962,22.916594
1.584893,31.501023,30.879252,30.035713,28.919293,27.478313,25.672112,23.496217,21.026795,18.492877,16.367415,15.305222,15.318200,15.310881,14.945328,15.721794,17.794791,19.979989,21.457587,22.317077,22.742195,22.890219
1.995262,30.804621,30.249706,29.477828,28.434350,27.067279,25.335396,23.232199,20.831164,18.358063,16.280895,15.249627,15.282104,15.294618,14.946605,15.722578,17.778915,19.944390,21.409163,22.261689,22.683724,22.830778
2.511886,29.810617,29.336336,28.660673,27.720314,26.458793,24.834134,22.837906,20.539360,18.158650,16.155550,15.168642,15.223272,15.256814,14.930804,15.704369,17.734175,19.868171,21.312392,22.153678,22.570729,22.716284
3.162278,28.445625,28.056570,27.496129,26.693060,25.578787,24.105430,22.262460,20.114113,17.871524,15.981135,15.064673,15.158926,15.230782,14.941956,15.713494,17.704462,19.792116,21.206007,22.030521,22.439983,22.583160
3.981072,26.651162,26.342310,25.902018,25.262388,24.342440,23.077375,21.448279,19.513822,17.473083,15.751867,14.947391,15.113219,15.255429,15.029485,15.800981,17.736036,19.756461,21.125957,21.925688,22.323907,22.463563
